,Zip,Diff from UTC
13343,30810,-5
13344,30811,-5
13345,30812,-5
13346,30813,-5
13347,30814,-5
13348,30815,-5
13349,30816,-5
13350,30817,-5
13351,30818,-5
13352,30819,-5
13353,30820,-5
13354,30821,-5
13355,30822,-5
13356,30823,-5
13357,30824,-5
13358,30828,-5
13359,30830,-5
13360,30833,-5
13361,30901,-5
13362,30903,-5
13363,30904,-5
13364,30905,-5
13365,30906,-5
13366,30907,-5
13367,30909,-5
13368,30911,-5
13369,30912,-5
13370,30913,-5
13371,30914,-5
13372,30916,-5
13373,30917,-5
13374,30919,-5
13375,30999,-5
13376,31001,-5
13377,31002,-5
13378,31003,-5
13379,31004,-5
13380,31005,-5
13381,31006,-5
13382,31007,-5
13383,31008,-5
13384,31009,-5
13385,31010,-5
13386,31011,-5
13387,31012,-5
13388,31013,-5
13389,31014,-5
13390,31015,-5
13391,31016,-5
13392,31017,-5
13393,31018,-5
13394,31019,-5
13395,31020,-5
13396,31021,-5
13397,31022,-5
13398,31023,-5
13399,31024,-5
13400,31025,-5
13401,31026,-5
13402,31027,-5
13403,31028,-5
13404,31029,-5
13405,31030,-5
13406,31031,-5
13407,31032,-5
13408,31033,-5
13409,31034,-5
13410,31035,-5
13411,31036,-5
13412,31037,-5
13413,31038,-5
13414,31039,-5
13415,31040,-5
13416,31041,-5
13417,31042,-5
13418,31044,-5
13419,31045,-5
13420,31046,-5
13421,31047,-5
13422,31049,-5
13423,31050,-5
13424,31051,-5
13425,31052,-5
13426,31054,-5
13427,31055,-5
13428,31057,-5
13429,31058,-5
13430,31059,-5
13431,31060,-5
13432,31061,-5
13433,31062,-5
13434,31063,-5
13435,31064,-5
13436,31065,-5
13437,31066,-5
13438,31067,-5
13439,31068,-5
13440,31069,-5
13441,31070,-5
13442,31071,-5
13443,31072,-5
13444,31075,-5
13445,31076,-5
13446,31077,-5
13447,31078,-5
13448,31079,-5
13449,31081,-5
13450,31082,-5
13451,31083,-5
13452,31084,-5
13453,31085,-5
13454,31086,-5
13455,31087,-5
13456,31088,-5
13457,31089,-5
13458,31090,-5
13459,31091,-5
13460,31092,-5
13461,31093,-5
13462,31094,-5
13463,31095,-5
13464,31096,-5
13465,31097,-5
13466,31098,-5
13467,31099,-5
13468,31106,-5
13469,31107,-5
13470,31119,-5
13471,31120,-5
13472,31126,-5
13473,31131,-5
13474,31136,-5
13475,31139,-5
13476,31141,-5
13477,31144,-5
13478,31145,-5
13479,31146,-5
13480,31150,-5
13481,31156,-5
13482,31169,-5
13483,31191,-5
13484,31192,-5
13485,31193,-5
13486,31195,-5
13487,31196,-5
13488,31197,-5
13489,31198,-5
13490,31199,-5
13491,31201,-5
13492,31202,-5
13493,31203,-5
13494,31204,-5
13495,31205,-5
13496,31206,-5
13497,31207,-5
13498,31208,-5
13499,31209,-5
13500,31210,-5
13501,31211,-5
13502,31212,-5
13503,31213,-5
13504,31216,-5
13505,31217,-5
13506,31220,-5
13507,31221,-5
13508,31294,-5
13509,31295,-5
13510,31296,-5
13511,31297,-5
13512,31301,-5
13513,31302,-5
13514,31303,-5
13515,31304,-5
13516,31305,-5
13517,31307,-5
13518,31308,-5
13519,31309,-5
13520,31310,-5
13521,31312,-5
13522,31313,-5
13523,31314,-5
13524,31315,-5
13525,31316,-5
13526,31318,-5
13527,31319,-5
13528,31320,-5
13529,31321,-5
13530,31322,-5
13531,31323,-5
13532,31324,-5
13533,31326,-5
13534,31327,-5
13535,31328,-5
13536,31329,-5
13537,31331,-5
13538,31333,-5
13539,31401,-5
13540,31402,-5
13541,31403,-5
13542,31404,-5
13543,31405,-5
13544,31406,-5
13545,31407,-5
13546,31408,-5
13547,31409,-5
13548,31410,-5
13549,31411,-5
13550,31412,-5
13551,31414,-5
13552,31415,-5
13553,31416,-5
13554,31418,-5
13555,31419,-5
13556,31420,-5
13557,31421,-5
13558,31501,-5
13559,31502,-5
13560,31503,-5
13561,31510,-5
13562,31512,-5
13563,31513,-5
13564,31515,-5
13565,31516,-5
13566,31518,-5
13567,31519,-5
13568,31520,-5
13569,31521,-5
13570,31522,-5
13571,31523,-5
13572,31524,-5
13573,31525,-5
13574,31527,-5
13575,31532,-5
13576,31533,-5
13577,31534,-5
13578,31535,-5
13579,31537,-5
13580,31539,-5
13581,31542,-5
13582,31543,-5
13583,31544,-5
13584,31545,-5
13585,31546,-5
13586,31547,-5
13587,31548,-5
13588,31549,-5
13589,31550,-5
13590,31551,-5
13591,31552,-5
13592,31553,-5
13593,31554,-5
13594,31555,-5
13595,31556,-5
13596,31557,-5
13597,31558,-5
13598,31560,-5
13599,31561,-5
13600,31562,-5
13601,31563,-5
13602,31564,-5
13603,31565,-5
13604,31566,-5
13605,31567,-5
13606,31568,-5
13607,31569,-5
13608,31598,-5
13609,31599,-5
13610,31601,-5
13611,31602,-5
13612,31603,-5
13613,31604,-5
13614,31605,-5
13615,31606,-5
13616,31620,-5
13617,31622,-5
13618,31623,-5
13619,31624,-5
13620,31625,-5
13621,31626,-5
13622,31627,-5
13623,31629,-5
13624,31630,-5
13625,31631,-5
13626,31632,-5
13627,31634,-5
13628,31635,-5
13629,31636,-5
13630,31637,-5
13631,31638,-5
13632,31639,-5
13633,31641,-5
13634,31642,-5
13635,31643,-5
13636,31645,-5
13637,31647,-5
13638,31648,-5
13639,31649,-5
13640,31650,-5
13641,31698,-5
13642,31699,-5
13643,31701,-5
13644,31702,-5
13645,31703,-5
13646,31704,-5
13647,31705,-5
13648,31706,-5
13649,31707,-5
13650,31708,-5
13651,31709,-5
13652,31711,-5
13653,31712,-5
13654,31714,-5
13655,31716,-5
13656,31719,-5
13657,31720,-5
13658,31721,-5
13659,31722,-5
13660,31727,-5
13661,31730,-5
13662,31733,-5
13663,31735,-5
13664,31738,-5
13665,31739,-5
13666,31743,-5
13667,31744,-5
13668,31747,-5
13669,31749,-5
13670,31750,-5
13671,31753,-5
13672,31756,-5
13673,31757,-5
13674,31758,-5
13675,31760,-5
13676,31763,-5
13677,31764,-5
13678,31765,-5
13679,31768,-5
13680,31769,-5
13681,31771,-5
13682,31772,-5
13683,31773,-5
13684,31774,-5
13685,31775,-5
13686,31776,-5
13687,31778,-5
13688,31779,-5
13689,31780,-5
13690,31781,-5
13691,31782,-5
13692,31783,-5
13693,31784,-5
13694,31787,-5
13695,31788,-5
13696,31789,-5
13697,31790,-5
13698,31791,-5
13699,31792,-5
13700,31793,-5
13701,31794,-5
13702,31795,-5
13703,31796,-5
13704,31798,-5
13705,31799,-5
13706,31801,-5
13707,31803,-5
13708,31804,-5
13709,31805,-5
13710,31806,-5
13711,31807,-5
13712,31808,-5
13713,31810,-5
13714,31811,-5
13715,31812,-5
13716,31814,-5
13717,31815,-5
13718,31816,-5
13719,31820,-5
13720,31821,-5
13721,31822,-5
13722,31823,-5
13723,31824,-5
13724,31825,-5
13725,31826,-5
13726,31827,-5
13727,31829,-5
13728,31830,-5
13729,31831,-5
13730,31832,-5
13731,31833,-5
13732,31836,-5
13733,31901,-5
13734,31902,-5
13735,31903,-5
13736,31904,-5
13737,31905,-5
13738,31906,-5
13739,31907,-5
13740,31908,-5
13741,31909,-5
13742,31914,-5
13743,31917,-5
13744,31993,-5
13745,31995,-5
13746,31997,-5
13747,31998,-5
13748,31999,-5
13749,32003,-5
13750,32004,-5
13751,32006,-5
13752,32007,-5
13753,32008,-5
13754,32009,-5
13755,32011,-5
13756,32013,-5
13757,32024,-5
13758,32025,-5
13759,32026,-5
13760,32030,-5
13761,32033,-5
13762,32034,-5
13763,32035,-5
13764,32038,-5
13765,32040,-5
13766,32041,-5
13767,32042,-5
13768,32043,-5
13769,32044,-5
13770,32046,-5
13771,32050,-5
13772,32052,-5
13773,32053,-5
13774,32054,-5
13775,32055,-5
13776,32056,-5
13777,32058,-5
13778,32059,-5
13779,32060,-5
13780,32061,-5
13781,32062,-5
13782,32063,-5
13783,32064,-5
13784,32065,-5
13785,32066,-5
13786,32067,-5
13787,32068,-5
13788,32071,-5
13789,32072,-5
13790,32073,-5
13791,32079,-5
13792,32080,-5
13793,32081,-5
13794,32082,-5
13795,32083,-5
13796,32084,-5
13797,32085,-5
13798,32086,-5
13799,32087,-5
13800,32091,-5
13801,32092,-5
13802,32094,-5
13803,32095,-5
13804,32096,-5
13805,32097,-5
13806,32099,-5
13807,32102,-5
13808,32105,-5
13809,32110,-5
13810,32111,-5
13811,32112,-5
13812,32113,-5
13813,32114,-5
13814,32115,-5
13815,32116,-5
13816,32117,-5
13817,32118,-5
13818,32119,-5
13819,32120,-5
13820,32121,-5
13821,32122,-5
13822,32123,-5
13823,32124,-5
13824,32125,-5
13825,32126,-5
13826,32127,-5
13827,32128,-5
13828,32129,-5
13829,32130,-5
13830,32131,-5
13831,32132,-5
13832,32133,-5
13833,32134,-5
13834,32135,-5
13835,32136,-5
13836,32137,-5
13837,32138,-5
13838,32139,-5
13839,32140,-5
13840,32141,-5
13841,32142,-5
13842,32143,-5
13843,32145,-5
13844,32147,-5
13845,32148,-5
13846,32149,-5
13847,32157,-5
13848,32158,-5
13849,32159,-5
13850,32160,-5
13851,32162,-5
13852,32163,-5
13853,32164,-5
13854,32168,-5
13855,32169,-5
13856,32170,-5
13857,32173,-5
13858,32174,-5
13859,32175,-5
13860,32176,-5
13861,32177,-5
13862,32178,-5
13863,32179,-5
13864,32180,-5
13865,32181,-5
13866,32182,-5
13867,32183,-5
13868,32185,-5
13869,32187,-5
13870,32189,-5
13871,32190,-5
13872,32192,-5
13873,32193,-5
13874,32195,-5
13875,32198,-5
13876,32201,-5
13877,32202,-5
13878,32203,-5
13879,32204,-5
13880,32205,-5
13881,32206,-5
13882,32207,-5
13883,32208,-5
13884,32209,-5
13885,32210,-5
13886,32211,-5
13887,32212,-5
13888,32214,-5
13889,32215,-5
13890,32216,-5
13891,32217,-5
13892,32218,-5
13893,32219,-5
13894,32220,-5
13895,32221,-5
13896,32222,-5
13897,32223,-5
13898,32224,-5
13899,32225,-5
13900,32226,-5
13901,32227,-5
13902,32228,-5
13903,32229,-5
13904,32230,-5
13905,32231,-5
13906,32232,-5
13907,32233,-5
13908,32234,-5
13909,32235,-5
13910,32236,-5
13911,32237,-5
13912,32238,-5
13913,32239,-5
13914,32240,-5
13915,32241,-5
13916,32244,-5
13917,32245,-5
13918,32246,-5
13919,32247,-5
13920,32250,-5
13921,32254,-5
13922,32255,-5
13923,32256,-5
13924,32257,-5
13925,32258,-5
13926,32259,-5
13927,32260,-5
13928,32266,-5
13929,32267,-5
13930,32277,-5
13931,32290,-5
13932,32301,-5
13933,32302,-5
13934,32303,-5
13935,32304,-5
13936,32305,-5
13937,32306,-5
13938,32307,-5
13939,32308,-5
13940,32309,-5
13941,32310,-5
13942,32311,-5
13943,32312,-5
13944,32313,-5
13945,32314,-5
13946,32315,-5
13947,32316,-5
13948,32317,-5
13949,32318,-5
13950,32320,-5
13951,32321,-5
13952,32322,-5
13953,32323,-5
13954,32324,-5
13955,32326,-5
13956,32327,-5
13957,32328,-5
13958,32329,-5
13959,32330,-5
13960,32331,-5
13961,32332,-5
13962,32333,-5
13963,32334,-5
13964,32335,-5
13965,32336,-5
13966,32337,-5
13967,32340,-5
13968,32341,-5
13969,32343,-5
13970,32344,-5
13971,32345,-5
13972,32346,-5
13973,32347,-5
13974,32348,-5
13975,32350,-5
13976,32351,-5
13977,32352,-5
13978,32353,-5
13979,32355,-5
13980,32356,-5
13981,32357,-5
13982,32358,-5
13983,32359,-5
13984,32360,-5
13985,32361,-5
13986,32362,-5
13987,32395,-5
13988,32399,-5
13989,32401,-6
13990,32402,-6
13991,32403,-6
13992,32404,-6
13993,32405,-6
13994,32406,-6
13995,32407,-6
13996,32408,-6
13997,32409,-6
13998,32410,-6
13999,32411,-6
14000,32412,-6
14001,32413,-6
14002,32417,-6
14003,32420,-6
14004,32421,-6
14005,32422,-6
14006,32423,-6
14007,32424,-6
14008,32425,-6
14009,32426,-6
14010,32427,-6
14011,32428,-6
14012,32430,-6
14013,32431,-6
14014,32432,-6
14015,32433,-6
14016,32434,-6
14017,32435,-6
14018,32437,-6
14019,32438,-6
14020,32439,-6
14021,32440,-6
14022,32442,-6
14023,32443,-6
14024,32444,-6
14025,32445,-6
14026,32446,-6
14027,32447,-6
14028,32448,-6
14029,32449,-6
14030,32452,-6
14031,32454,-6
14032,32455,-6
14033,32456,-5
14034,32457,-5
14035,32459,-6
14036,32460,-6
14037,32461,-6
14038,32462,-6
14039,32463,-6
14040,32464,-6
14041,32465,-6
14042,32466,-6
14043,32501,-6
14044,32502,-6
14045,32503,-6
14046,32504,-6
14047,32505,-6
14048,32506,-6
14049,32507,-6
14050,32508,-6
14051,32509,-6
14052,32511,-6
14053,32512,-6
14054,32513,-6
14055,32514,-6
14056,32516,-6
14057,32520,-6
14058,32521,-6
14059,32522,-6
14060,32523,-6
14061,32524,-6
14062,32526,-6
14063,32530,-6
14064,32531,-6
14065,32533,-6
14066,32534,-6
14067,32535,-6
14068,32536,-6
14069,32537,-6
14070,32538,-6
14071,32539,-6
14072,32540,-6
14073,32541,-6
14074,32542,-6
14075,32544,-6
14076,32547,-6
14077,32548,-6
14078,32549,-6
14079,32550,-6
14080,32559,-6
14081,32560,-6
14082,32561,-6
14083,32562,-6
14084,32563,-6
14085,32564,-6
14086,32565,-6
14087,32566,-6
14088,32567,-6
14089,32568,-6
14090,32569,-6
14091,32570,-6
14092,32571,-6
14093,32572,-6
14094,32577,-6
14095,32578,-6
14096,32579,-6
14097,32580,-6
14098,32583,-6
14099,32588,-6
14100,32590,-6
14101,32591,-6
14102,32592,-6
14103,32601,-5
14104,32602,-5
14105,32603,-5
14106,32604,-5
14107,32605,-5
14108,32606,-5
14109,32607,-5
14110,32608,-5
14111,32609,-5
14112,32610,-5
14113,32611,-5
14114,32612,-5
14115,32613,-5
14116,32614,-5
14117,32615,-5
14118,32616,-5
14119,32617,-5
14120,32618,-5
14121,32619,-5
14122,32621,-5
14123,32622,-5
14124,32625,-5
14125,32626,-5
14126,32627,-5
14127,32628,-5
14128,32631,-5
14129,32633,-5
14130,32634,-5
14131,32635,-5
14132,32639,-5
14133,32640,-5
14134,32641,-5
14135,32643,-5
14136,32644,-5
14137,32648,-5
14138,32653,-5
14139,32654,-5
14140,32655,-5
14141,32656,-5
14142,32658,-5
14143,32662,-5
14144,32663,-5
14145,32664,-5
14146,32666,-5
14147,32667,-5
14148,32668,-5
14149,32669,-5
14150,32680,-5
14151,32681,-5
14152,32683,-5
14153,32686,-5
14154,32692,-5
14155,32693,-5
14156,32694,-5
14157,32696,-5
14158,32697,-5
14159,32701,-5
14160,32702,-5
14161,32703,-5
14162,32704,-5
14163,32706,-5
14164,32707,-5
14165,32708,-5
14166,32709,-5
14167,32710,-5
14168,32712,-5
14169,32713,-5
14170,32714,-5
14171,32715,-5
14172,32716,-5
14173,32718,-5
14174,32719,-5
14175,32720,-5
14176,32721,-5
14177,32722,-5
14178,32723,-5
14179,32724,-5
14180,32725,-5
14181,32726,-5
14182,32727,-5
14183,32728,-5
14184,32730,-5
14185,32732,-5
14186,32733,-5
14187,32735,-5
14188,32736,-5
14189,32738,-5
14190,32739,-5
14191,32744,-5
14192,32745,-5
14193,32746,-5
14194,32747,-5
14195,32750,-5
14196,32751,-5
14197,32752,-5
14198,32753,-5
14199,32754,-5
14200,32756,-5
14201,32757,-5
14202,32759,-5
14203,32762,-5
14204,32763,-5
14205,32764,-5
14206,32765,-5
14207,32766,-5
14208,32767,-5
14209,32768,-5
14210,32771,-5
14211,32772,-5
14212,32773,-5
14213,32774,-5
14214,32775,-5
14215,32776,-5
14216,32777,-5
14217,32778,-5
14218,32779,-5
14219,32780,-5
14220,32781,-5
14221,32782,-5
14222,32783,-5
14223,32784,-5
14224,32789,-5
14225,32790,-5
14226,32791,-5
14227,32792,-5
14228,32793,-5
14229,32794,-5
14230,32795,-5
14231,32796,-5
14232,32798,-5
14233,32799,-5
14234,32801,-5
14235,32802,-5
14236,32803,-5
14237,32804,-5
14238,32805,-5
14239,32806,-5
14240,32807,-5
14241,32808,-5
14242,32809,-5
14243,32810,-5
14244,32811,-5
14245,32812,-5
14246,32814,-5
14247,32815,-5
14248,32816,-5
14249,32817,-5
14250,32818,-5
14251,32819,-5
14252,32820,-5
14253,32821,-5
14254,32822,-5
14255,32824,-5
14256,32825,-5
14257,32826,-5
14258,32827,-5
14259,32828,-5
14260,32829,-5
14261,32830,-5
14262,32831,-5
14263,32832,-5
14264,32833,-5
14265,32834,-5
14266,32835,-5
14267,32836,-5
14268,32837,-5
14269,32839,-5
14270,32853,-5
14271,32854,-5
14272,32855,-5
14273,32856,-5
14274,32857,-5
14275,32858,-5
14276,32859,-5
14277,32860,-5
14278,32861,-5
14279,32862,-5
14280,32867,-5
14281,32868,-5
14282,32869,-5
14283,32872,-5
14284,32877,-5
14285,32878,-5
14286,32885,-5
14287,32886,-5
14288,32887,-5
14289,32890,-5
14290,32891,-5
14291,32893,-5
14292,32896,-5
14293,32897,-5
14294,32898,-5
14295,32899,-5
14296,32901,-5
14297,32902,-5
14298,32903,-5
14299,32904,-5
14300,32905,-5
14301,32906,-5
14302,32907,-5
14303,32908,-5
14304,32909,-5
14305,32910,-5
14306,32911,-5
14307,32912,-5
14308,32919,-5
14309,32920,-5
14310,32922,-5
14311,32923,-5
14312,32924,-5
14313,32925,-5
14314,32926,-5
14315,32927,-5
14316,32931,-5
14317,32932,-5
14318,32934,-5
14319,32935,-5
14320,32936,-5
14321,32937,-5
14322,32940,-5
14323,32941,-5
14324,32948,-5
14325,32949,-5
14326,32950,-5
14327,32951,-5
14328,32952,-5
14329,32953,-5
14330,32954,-5
14331,32955,-5
14332,32956,-5
14333,32957,-5
14334,32958,-5
14335,32959,-5
14336,32960,-5
14337,32961,-5
14338,32962,-5
14339,32963,-5
14340,32964,-5
14341,32965,-5
14342,32966,-5
14343,32967,-5
14344,32968,-5
14345,32969,-5
14346,32970,-5
14347,32971,-5
14348,32976,-5
14349,32978,-5
14350,33001,-5
14351,33002,-5
14352,33004,-5
14353,33008,-5
14354,33009,-5
14355,33010,-5
14356,33011,-5
14357,33012,-5
14358,33013,-5
14359,33014,-5
14360,33015,-5
14361,33016,-5
14362,33017,-5
14363,33018,-5
14364,33019,-5
14365,33020,-5
14366,33021,-5
14367,33022,-5
14368,33023,-5
14369,33024,-5
14370,33025,-5
14371,33026,-5
14372,33027,-5
14373,33028,-5
14374,33029,-5
14375,33030,-5
14376,33031,-5
14377,33032,-5
14378,33033,-5
14379,33034,-5
14380,33035,-5
14381,33036,-5
14382,33037,-5
14383,33039,-5
14384,33040,-5
14385,33041,-5
14386,33042,-5
14387,33043,-5
14388,33045,-5
14389,33050,-5
14390,33051,-5
14391,33052,-5
14392,33054,-5
14393,33055,-5
14394,33056,-5
14395,33060,-5
14396,33061,-5
14397,33062,-5
14398,33063,-5
14399,33064,-5
14400,33065,-5
14401,33066,-5
14402,33067,-5
14403,33068,-5
14404,33069,-5
14405,33070,-5
14406,33071,-5
14407,33072,-5
14408,33073,-5
14409,33074,-5
14410,33075,-5
14411,33076,-5
14412,33077,-5
14413,33081,-5
14414,33082,-5
14415,33083,-5
14416,33084,-5
14417,33090,-5
14418,33092,-5
14419,33093,-5
14420,33097,-5
14421,33101,-5
14422,33102,-5
14423,33106,-5
14424,33107,-5
14425,33109,-5
14426,33110,-5
14427,33111,-5
14428,33112,-5
14429,33114,-5
14430,33116,-5
14431,33119,-5
14432,33121,-5
14433,33122,-5
14434,33124,-5
14435,33125,-5
14436,33126,-5
14437,33127,-5
14438,33128,-5
14439,33129,-5
14440,33130,-5
14441,33131,-5
14442,33132,-5
14443,33133,-5
14444,33134,-5
14445,33135,-5
14446,33136,-5
14447,33137,-5
14448,33138,-5
14449,33139,-5
14450,33140,-5
14451,33141,-5
14452,33142,-5
14453,33143,-5
14454,33144,-5
14455,33145,-5
14456,33146,-5
14457,33147,-5
14458,33148,-5
14459,33149,-5
14460,33150,-5
14461,33151,-5
14462,33152,-5
14463,33153,-5
14464,33154,-5
14465,33155,-5
14466,33156,-5
14467,33157,-5
14468,33158,-5
14469,33159,-5
14470,33160,-5
14471,33161,-5
14472,33162,-5
14473,33163,-5
14474,33164,-5
14475,33165,-5
14476,33166,-5
14477,33167,-5
14478,33168,-5
14479,33169,-5
14480,33170,-5
14481,33172,-5
14482,33173,-5
14483,33174,-5
14484,33175,-5
14485,33176,-5
14486,33177,-5
14487,33178,-5
14488,33179,-5
14489,33180,-5
14490,33181,-5
14491,33182,-5
14492,33183,-5
14493,33184,-5
14494,33185,-5
14495,33186,-5
14496,33187,-5
14497,33188,-5
14498,33189,-5
14499,33190,-5
14500,33193,-5
14501,33194,-5
14502,33195,-5
14503,33196,-5
14504,33197,-5
14505,33199,-5
14506,33206,-5
14507,33222,-5
14508,33231,-5
14509,33233,-5
14510,33234,-5
14511,33238,-5
14512,33239,-5
14513,33242,-5
14514,33243,-5
14515,33245,-5
14516,33247,-5
14517,33255,-5
14518,33256,-5
14519,33257,-5
14520,33261,-5
14521,33265,-5
14522,33266,-5
14523,33269,-5
14524,33280,-5
14525,33283,-5
14526,33296,-5
14527,33299,-5
14528,33301,-5
14529,33302,-5
14530,33303,-5
14531,33304,-5
14532,33305,-5
14533,33306,-5
14534,33307,-5
14535,33308,-5
14536,33309,-5
14537,33310,-5
14538,33311,-5
14539,33312,-5
14540,33313,-5
14541,33314,-5
14542,33315,-5
14543,33316,-5
14544,33317,-5
14545,33318,-5
14546,33319,-5
14547,33320,-5
14548,33321,-5
14549,33322,-5
14550,33323,-5
14551,33324,-5
14552,33325,-5
14553,33326,-5
14554,33327,-5
14555,33328,-5
14556,33329,-5
14557,33330,-5
14558,33331,-5
14559,33332,-5
14560,33334,-5
14561,33335,-5
14562,33336,-5
14563,33337,-5
14564,33338,-5
14565,33339,-5
14566,33340,-5
14567,33345,-5
14568,33346,-5
14569,33348,-5
14570,33349,-5
14571,33351,-5
14572,33355,-5
14573,33359,-5
14574,33388,-5
14575,33394,-5
14576,33401,-5
14577,33402,-5
14578,33403,-5
14579,33404,-5
14580,33405,-5
14581,33406,-5
14582,33407,-5
14583,33408,-5
14584,33409,-5
14585,33410,-5
14586,33411,-5
14587,33412,-5
14588,33413,-5
14589,33414,-5
14590,33415,-5
14591,33416,-5
14592,33417,-5
14593,33418,-5
14594,33419,-5
14595,33420,-5
14596,33421,-5
14597,33422,-5
14598,33424,-5
14599,33425,-5
14600,33426,-5
14601,33427,-5
14602,33428,-5
14603,33429,-5
14604,33430,-5
14605,33431,-5
14606,33432,-5
14607,33433,-5
14608,33434,-5
14609,33435,-5
14610,33436,-5
14611,33437,-5
14612,33438,-5
14613,33439,-5
14614,33440,-5
14615,33441,-5
14616,33442,-5
14617,33443,-5
14618,33444,-5
14619,33445,-5
14620,33446,-5
14621,33447,-5
14622,33448,-5
14623,33449,-5
14624,33454,-5
14625,33455,-5
14626,33458,-5
14627,33459,-5
14628,33460,-5
14629,33461,-5
14630,33462,-5
14631,33463,-5
14632,33464,-5
14633,33465,-5
14634,33466,-5
14635,33467,-5
14636,33468,-5
14637,33469,-5
14638,33470,-5
14639,33471,-5
14640,33472,-5
14641,33473,-5
14642,33474,-5
14643,33475,-5
14644,33476,-5
14645,33477,-5
14646,33478,-5
14647,33480,-5
14648,33481,-5
14649,33482,-5
14650,33483,-5
14651,33484,-5
14652,33486,-5
14653,33487,-5
14654,33488,-5
14655,33493,-5
14656,33496,-5
14657,33497,-5
14658,33498,-5
14659,33499,-5
14660,33503,-5
14661,33508,-5
14662,33509,-5
14663,33510,-5
14664,33511,-5
14665,33513,-5
14666,33514,-5
14667,33521,-5
14668,33523,-5
14669,33524,-5
14670,33525,-5
14671,33526,-5
14672,33527,-5
14673,33530,-5
14674,33534,-5
14675,33537,-5
14676,33538,-5
14677,33539,-5
14678,33540,-5
14679,33541,-5
14680,33542,-5
14681,33543,-5
14682,33544,-5
14683,33545,-5
14684,33547,-5
14685,33548,-5
14686,33549,-5
14687,33550,-5
14688,33556,-5
14689,33558,-5
14690,33559,-5
14691,33563,-5
14692,33564,-5
14693,33565,-5
14694,33566,-5
14695,33567,-5
14696,33568,-5
14697,33569,-5
14698,33570,-5
14699,33571,-5
14700,33572,-5
14701,33573,-5
14702,33574,-5
14703,33575,-5
14704,33576,-5
14705,33578,-5
14706,33579,-5
14707,33583,-5
14708,33584,-5
14709,33585,-5
14710,33586,-5
14711,33587,-5
14712,33592,-5
14713,33593,-5
14714,33594,-5
14715,33595,-5
14716,33596,-5
14717,33597,-5
14718,33598,-5
14719,33601,-5
14720,33602,-5
14721,33603,-5
14722,33604,-5
14723,33605,-5
14724,33606,-5
14725,33607,-5
14726,33608,-5
14727,33609,-5
14728,33610,-5
14729,33611,-5
14730,33612,-5
14731,33613,-5
14732,33614,-5
14733,33615,-5
14734,33616,-5
14735,33617,-5
14736,33618,-5
14737,33619,-5
14738,33620,-5
14739,33621,-5
14740,33622,-5
14741,33623,-5
14742,33624,-5
14743,33625,-5
14744,33626,-5
14745,33629,-5
14746,33630,-5
14747,33631,-5
14748,33633,-5
14749,33634,-5
14750,33635,-5
14751,33637,-5
14752,33646,-5
14753,33647,-5
14754,33650,-5
14755,33651,-5
14756,33655,-5
14757,33660,-5
14758,33661,-5
14759,33662,-5
14760,33663,-5
14761,33664,-5
14762,33672,-5
14763,33673,-5
14764,33674,-5
14765,33675,-5
14766,33677,-5
14767,33679,-5
14768,33680,-5
14769,33681,-5
14770,33682,-5
14771,33684,-5
14772,33685,-5
14773,33686,-5
14774,33687,-5
14775,33688,-5
14776,33689,-5
14777,33690,-5
14778,33694,-5
14779,33701,-5
14780,33702,-5
14781,33703,-5
14782,33704,-5
14783,33705,-5
14784,33706,-5
14785,33707,-5
14786,33708,-5
14787,33709,-5
14788,33710,-5
14789,33711,-5
14790,33712,-5
14791,33713,-5
14792,33714,-5
14793,33715,-5
14794,33716,-5
14795,33729,-5
14796,33730,-5
14797,33731,-5
14798,33732,-5
14799,33733,-5
14800,33734,-5
14801,33736,-5
14802,33737,-5
14803,33738,-5
14804,33740,-5
14805,33741,-5
14806,33742,-5
14807,33743,-5
14808,33744,-5
14809,33747,-5
14810,33755,-5
14811,33756,-5
14812,33757,-5
14813,33758,-5
14814,33759,-5
14815,33760,-5
14816,33761,-5
14817,33762,-5
14818,33763,-5
14819,33764,-5
14820,33765,-5
14821,33766,-5
14822,33767,-5
14823,33769,-5
14824,33770,-5
14825,33771,-5
14826,33772,-5
14827,33773,-5
14828,33774,-5
14829,33775,-5
14830,33776,-5
14831,33777,-5
14832,33778,-5
14833,33779,-5
14834,33780,-5
14835,33781,-5
14836,33782,-5
14837,33784,-5
14838,33785,-5
14839,33786,-5
14840,33801,-5
14841,33802,-5
14842,33803,-5
14843,33804,-5
14844,33805,-5
14845,33806,-5
14846,33807,-5
14847,33809,-5
14848,33810,-5
14849,33811,-5
14850,33812,-5
14851,33813,-5
14852,33815,-5
14853,33820,-5
14854,33823,-5
14855,33825,-5
14856,33826,-5
14857,33827,-5
14858,33830,-5
14859,33831,-5
14860,33834,-5
14861,33835,-5
14862,33836,-5
14863,33837,-5
14864,33838,-5
14865,33839,-5
14866,33840,-5
14867,33841,-5
14868,33843,-5
14869,33844,-5
14870,33845,-5
14871,33846,-5
14872,33847,-5
14873,33848,-5
14874,33849,-5
14875,33850,-5
14876,33851,-5
14877,33852,-5
14878,33853,-5
14879,33854,-5
14880,33855,-5
14881,33856,-5
14882,33857,-5
14883,33858,-5
14884,33859,-5
14885,33860,-5
14886,33862,-5
14887,33863,-5
14888,33865,-5
14889,33867,-5
14890,33868,-5
14891,33870,-5
14892,33871,-5
14893,33872,-5
14894,33873,-5
14895,33875,-5
14896,33876,-5
